Paise              | score=0.9637
Matiris            | score=1.0405
Koriyak            | score=0.9745
Kanoko             | score=1.0217
Shouno             | score=0.9558
Famiill            | score=0.9747
İlmia              | score=0.9230
Segara             | score=1.0218
Yonomi             | score=0.9617
Seatris            | score=0.9745
Eloreid            | score=1.0076
Mikaya             | score=0.9285
Mariber            | score=1.0402
Momiya             | score=0.9278
İzuri              | score=0.9889
Ciesard            | score=0.9747
Myane              | score=0.9637
Lobya              | score=0.9637
İnshor             | score=0.8377
İtsugi             | score=0.9745
En                 | score=0.9208
İngou              | score=0.9230
Bantaki            | score=1.0076
Grisnea            | score=0.9417
Hakuka             | score=1.0219
Yatsuho            | score=0.9737
Hatsuch            | score=0.9196
Akashiy            | score=0.9735
İzuki              | score=0.9887
Eeniti             | score=0.9620
Noekhi             | score=0.9560
Amith              | score=0.9637
Shamy              | score=0.9637
Yamarin            | score=1.0064
Sudas              | score=0.9967
Mapisia            | score=1.0077
Akeisa             | score=0.9620
Nonane             | score=1.0220
Actriel            | score=0.8641
Engaria            | score=0.9744
Shiragi            | score=1.0064
Shiroka            | score=1.0064
Tiur               | score=0.9384
Kisuu              | score=0.9637
Kamisak            | score=1.0399
Glin               | score=0.9114
Chizuka            | score=1.0072
Kikibam            | score=1.0407
Mersa              | score=0.9637
Madelie            | score=1.0076
Kirihar            | score=1.0402
Emifuta            | score=1.0406
Afaberl            | score=1.0077
Saibera            | score=1.0076
Caltert            | score=0.9206
Horishi            | score=1.0067
Nio                | score=0.9131
Fora               | score=0.9714
Entalic            | score=1.0075
Athelia            | score=0.9744
Maeki              | score=0.9637
Fujinou            | score=1.0073
Blaud              | score=0.9307
Onko               | score=0.9383
Fudisaw            | score=1.0296
Ne                 | score=0.9208
Amaie              | score=0.8767
Dowa               | score=0.9604
Nagaki             | score=1.0217
Delitpa            | score=1.0076
Harubi             | score=1.0215
Hunt               | score=0.9114
Linthte            | score=0.7667
Dodecce            | score=1.0077
Kurasay            | score=1.0070
Harlina            | score=1.0075
Randia             | score=0.9558
Tsubara            | score=1.0072
Perkidy            | score=1.0077
Yoozaki            | score=0.9203
Markami            | score=1.0073
Hesse              | score=0.9636
Bannia             | score=0.9558
Kitsuki            | score=1.0064
Aarlict            | score=0.9417
Shizuba            | score=1.0074
Uuda               | score=0.9114
Mariha             | score=1.0214
Enetpon            | score=1.0077
Slochri            | score=0.8106
Kashich            | score=0.9196
Fuzuki             | score=1.0216
Aotosio            | score=0.9207
Kokogo             | score=1.0219
Mitsube            | score=1.0070
Lorel              | score=0.9966
Nie                | score=0.9131
Moo                | score=0.9131
Saino              | score=0.9637
Konohi             | score=1.0218
Dadiel             | score=0.9890
Lilad              | score=0.9967
Akami              | score=0.9955
Takamay            | score=1.0069
Delis              | score=0.9965
Adetsu             | score=0.9888
Kishira            | score=1.0056
Both               | score=0.9114
Hasis              | score=0.9967
Yoshika            | score=0.9734
Danwen             | score=0.9510
Henjou             | score=0.9557
Yasazab            | score=1.0077
Yoshiro            | score=0.9728
Natner             | score=0.9620
Yoshiya            | score=0.8538
Or                 | score=0.9208
Asmen              | score=0.9637
Morin              | score=0.9959
Bhalawa            | score=0.9966
Haeli              | score=0.9634
Flovern            | score=0.9206
Miling             | score=0.9619
Natsush            | score=0.9194
Tip                | score=0.9461
Amino              | score=0.9963
Yulte              | score=0.9307
Sagurat            | score=1.0406
İono               | score=0.9697
Caresto            | score=1.0076
Naragur            | score=1.0404
Delenia            | score=1.0074
Abriel             | score=0.9552
Uld                | score=0.9131
Aelwatr            | score=0.9307
Awakach            | score=0.9965
Thirsev            | score=0.9207
Okoko              | score=0.9965
Yonoka             | score=0.9617
Nonohar            | score=1.0402
Sorie              | score=0.9635
Yothi              | score=0.9307
Narasak            | score=1.0401
Hox                | score=0.9351
Kankari            | score=1.0075
Nodara             | score=1.0219
Hidagi             | score=1.0218
Permis             | score=0.9620
Aysho              | score=0.9307
Eitou              | score=0.8766
Elara              | score=0.9962
Fibeill            | score=0.9747
Narythi            | score=1.0077
Mikamo             | score=1.0215
Oota               | score=0.9113
Zunaki             | score=1.0219
Arwheid            | score=0.8537
Nerig              | score=0.9966
Hanakan            | score=1.0396
Elile              | score=0.9967
Miyae              | score=0.8423
Yuzako             | score=0.9619
İtori              | score=0.9887
Kiknyo             | score=0.9560
Murako             | score=1.0213
Morika             | score=1.0211
Wenu               | score=0.9604
Yukigi             | score=0.9616
Suzushi            | score=1.0071
Matsumo            | score=1.0063
Kaino              | score=0.9637
İporiel            | score=0.9929
Laphna             | score=0.8520
Ookomi             | score=0.9618
Shairel            | score=0.9746
Takagaw            | score=1.0290
Mayako             | score=0.9287
Kuhima             | score=1.0214
Manori             | score=1.0218
Muramac            | score=1.0402
Himino             | score=1.0217
Erakura            | score=1.0398
Suyui              | score=0.8436
Tooh               | score=0.9384
Euriel             | score=0.9281
Tccnlin            | score=0.6357
Rimia              | score=0.9636
Hauko              | score=0.9637
Duvichn            | score=0.8437
Arkong             | score=0.9290
Yamagur            | score=1.0070
Robpano            | score=1.0077
Tobaki             | score=1.0219
Zurach             | score=0.9619
Uchina             | score=0.9879
Yuminom            | score=1.0073
Strenis            | score=0.8436
Quilis             | score=0.9780
Merieh             | score=0.9888
Shouga             | score=0.9557
Cephira            | score=1.0072
Miraya             | score=0.9288
Choola             | score=0.9560
Bivo               | score=0.9714
Hirobar            | score=1.0402
Senomi             | score=1.0217
Saiton             | score=0.9890
Serisa             | score=1.0217
Hijiya             | score=0.9289
Takabat            | score=1.0402
Zorpa              | score=0.9637
Moro               | score=0.9713
Erisa              | score=0.9962
Elenta             | score=0.9886
Roce               | score=0.9714
Furuyu             | score=0.9288
Reuchli            | score=0.8647
Ogiri              | score=0.9965
Canily             | score=1.0220
Ristik             | score=0.9618
Gorina             | score=1.0218
Haharu             | score=1.0214
Eulea              | score=0.8767
Aoya               | score=0.7913
Pairen             | score=0.9887
Marubel            | score=1.0405
Senko              | score=0.9636
Briliel            | score=0.9746
Elina              | score=0.9963
Hongu              | score=0.9637
Amayash            | score=0.9413
Guraya             | score=0.9289
Vicsa              | score=0.9637
Mosara             | score=1.0216
Akaka              | score=0.9966
Hatsuno            | score=1.0065
Tamaeli            | score=1.0074
Lang               | score=0.9114
Himibir            | score=1.0406
Airo               | score=0.9114
Cornita            | score=1.0077
Meminin            | score=1.0406
Vella              | score=0.9633
Kirami             | score=1.0218
Spyrbel            | score=0.9207
Nachisi            | score=1.0072
Lith               | score=0.9107
Kagaya             | score=0.9288
Maryo              | score=0.9637
Plaiger            | score=0.9747
Sarare             | score=1.0217
Mayoshi            | score=0.9409
Valaren            | score=1.0405
Natami             | score=1.0218
Depopse            | score=1.0077
Psuce              | score=0.9637
Huji               | score=0.9714
Shiyeko            | score=0.9417
Kagai              | score=0.9635
Tsukako            | score=1.0067
Kowaka             | score=1.0108
Ariell             | score=0.9547
Toou               | score=0.8784
Houkous            | score=0.9746
Laka               | score=0.9714
Lentet             | score=0.9619
Mizuri             | score=1.0215
Shikasa            | score=1.0071
Rete               | score=0.9714
Dentou             | score=0.9559
Walinna            | score=0.9965
Katarak            | score=1.0404
Derchan            | score=0.8436
Belgiry            | score=1.0077
Kaminis            | score=1.0402
Jistard            | score=0.9206
Gugmo              | score=0.9637
Tobimic            | score=1.0406
Sayuu              | score=0.8436
Shannet            | score=0.9205
Batrisa            | score=1.0074
Urana              | score=0.9964
Kuurana            | score=1.0075
File               | score=0.9714
Desra              | score=0.9637
Urali              | score=0.9966
Erona              | score=0.9964
Aquiru             | score=0.9510
Mabesti            | score=1.0076
Auber              | score=0.9635
Kuuhar             | score=0.9890
Arisuga            | score=1.0403
Kyuu               | score=0.8782
Abelthr            | score=0.7666
Ylin               | score=0.9714
İryuu              | score=0.8688
Daio               | score=0.8784
Jirihan            | score=1.0406
Juse               | score=0.9714
Muro               | score=0.9712
Nerushi            | score=1.0073
Shibawa            | score=0.9965
Hayasom            | score=0.9744
Ootaisu            | score=0.9206
Eling              | score=0.9633
Amiko              | score=0.9961
Oatsuko            | score=0.9730
Yasaki             | score=0.9611
Porwwyn            | score=0.8217
Kimizuk            | score=1.0401
Surou              | score=0.9637
Pertelt            | score=0.9207
Gurg               | score=0.9114
Tcleear            | score=0.8317
Lirians            | score=0.9746
Aithea             | score=0.8959
Jouka              | score=0.9634
Loona              | score=0.9637
Mershit            | score=0.8436
Pazone             | score=1.0220
Frabya             | score=0.9560
Turisak            | score=1.0402
Takikig            | score=1.0405
Seretty            | score=1.0076
Haqutsu            | score=0.9965
Rokke              | score=0.9637
Barnfel            | score=0.8437
Ethyd              | score=0.9637
Togisam            | score=1.0406
Yotoka             | score=0.9618
Makashi            | score=1.0065
Olwyn              | score=0.9526
Mhorisa            | score=1.0074
Almynni            | score=0.9747
Tachie             | score=0.9553
Magubi             | score=1.0220
İsarato            | score=1.0262
Oloanx             | score=0.9450
Ouse               | score=0.9113
Riig               | score=0.9384
Belocer            | score=1.0407
Calette            | score=1.0075
Kanatam            | score=1.0404
Kiria              | score=0.9633
Zanchal            | score=0.8437
Zarkel             | score=0.9620
Angrius            | score=0.8647
Tsuhara            | score=1.0070
Orii               | score=0.9114
Pheline            | score=1.0074
Yotamo             | score=0.9619
Machiga            | score=1.0070
Akaruri            | score=1.0405
Rhonte             | score=0.9290
Lyca               | score=0.9714
Ennyn              | score=0.9637
Anariel            | score=1.0067
Mirihi             | score=1.0218
Luloc              | score=0.9967
Mizaki             | score=1.0214
Benka              | score=0.9637
Romoko             | score=1.0218
Sits               | score=0.9114
Shiruro            | score=1.0070
Karino             | score=1.0216
Mondo              | score=0.9636
Rica               | score=0.9712
Magamik            | score=1.0403
Maldora            | score=1.0077
Rusai              | score=0.9636
Elamis             | score=1.0219
Usakami            | score=1.0396
Sugi               | score=0.9710
Vestroe            | score=0.8646
Bon                | score=0.9461
Akaizak            | score=1.0076
Lynesti            | score=1.0075
Cawttt             | score=0.7100
Nax                | score=0.9351
Pcaling            | score=0.9205
Zandert            | score=0.9205
Gisla              | score=0.9637
Biret              | score=0.9967
Galgar             | score=0.9620
Suzubam            | score=1.0404
Ciotre             | score=0.9560
Yas                | score=0.9131
Teuris             | score=0.9890
Nenshik            | score=0.8434
Youshik            | score=0.9411
Kumisac            | score=1.0405
Kasakir            | score=1.0399
Ro                 | score=0.9208
Bicia              | score=0.9635
Dardwen            | score=0.8327
Aonibur            | score=1.0077
Peter              | score=0.9967
Caelen             | score=0.9887
Verg               | score=0.9113
Avana              | score=0.9966
İiriki             | score=1.0136
Reis               | score=0.9383
İnaba              | score=0.9890
Himeko             | score=1.0216
Miyase             | score=0.9280
Chitosh            | score=0.9204
Chel               | score=0.9111
Euweng             | score=0.9450
Krurn              | score=0.8767
Cister             | score=0.9617
Leyn               | score=0.9384
İnze               | score=0.9307
Michi              | score=0.9629
Hashiga            | score=1.0064
Mayuma             | score=0.9288
Aestamm            | score=0.9417
Yim                | score=0.9131
Nakuri             | score=1.0213
Kutou              | score=0.9636
Shigiya            | score=0.9415
Nartsan            | score=0.7887
Sterhon            | score=0.9205
Asi                | score=0.9461
Otie               | score=0.9114
Kochar             | score=0.9618
Koshimi            | score=1.0064
Motolia            | score=1.0073
Uregata            | score=1.0406
Akate              | score=0.9965
Horika             | score=1.0215
Miy                | score=0.9131
Mayushi            | score=0.9413
Kotakad            | score=1.0402
Rifian             | score=0.9890
İnori              | score=0.9889
Ret                | score=0.9461
Nishiro            | score=1.0055
Synthan            | score=0.8436
Tsukaya            | score=0.9408
Roselit            | score=1.0404
Tatchli            | score=0.7667
Moriban            | score=1.0402
Koboro             | score=1.0219
Abomai             | score=0.9620
Marojot            | score=1.0407
Carlare            | score=1.0076
Mogura             | score=1.0219
İnebou             | score=0.9477
Sairori            | score=1.0077
Akasabi            | score=1.0404
Thilly             | score=0.9289
Harus              | score=0.9958
Hoshida            | score=1.0067
Hentemi            | score=1.0076
Ainyra             | score=0.9620
Kabachi            | score=1.0072
Baov               | score=0.9384
İtsushi            | score=0.9599
Onot               | score=0.9714
Annora             | score=0.9889
Carise             | score=1.0216
Kurohar            | score=1.0402
Lilwyn             | score=0.9509
Gyannit            | score=0.9746
Kurozak            | score=1.0403
Murachi            | score=1.0068
Sato               | score=0.9708
Miruko             | score=1.0218
Nage               | score=0.9714
Kiriwa             | score=1.0108
Samaku             | score=1.0218
Bacthet            | score=0.8437
Aetriel            | score=0.9411
Kandera            | score=1.0074
Hasuka             | score=1.0215
Kichi              | score=0.9631
Gera               | score=0.9714
Yakuchi            | score=0.9742
Kafuno             | score=1.0220
Derulia            | score=1.0077
Chiki              | score=0.9628
Saise              | score=0.9636
Komano             | score=1.0218
Miril              | score=0.9965
Arena              | score=0.9963
Seris              | score=0.9965
Rilk               | score=0.9114
Fleasti            | score=0.9417
Haizaka            | score=1.0076
Uura               | score=0.9114
Marwel             | score=0.9510
Ekuro              | score=0.9961
Akata              | score=0.9964
Fordra             | score=0.8520
Jouba              | score=0.9636
Nayos              | score=0.9305
Atasee             | score=0.9620
Morishi            | score=1.0064
Auren              | score=0.9635
Nishimo            | score=1.0060
Sazuki             | score=1.0216
Mobu               | score=0.9714
Alaskat            | score=1.0077
Yin                | score=0.9131
Koul               | score=0.9384
Kusahak            | score=1.0406
Corsalt            | score=0.9207
Korihar            | score=1.0404
Ogatera            | score=1.0406
Muto               | score=0.9714
Bap                | score=0.9461
Maoks              | score=0.9307
Soruta             | score=1.0220
Kagitam            | score=1.0406
Kothou             | score=0.9560
Koshigi            | score=1.0070
Warashi            | score=0.9955
Vimment            | score=0.9207
Nikoko             | score=1.0219
Makie              | score=0.9630
Sylona             | score=1.0220
Dele               | score=0.9713
Estheti            | score=0.8977
Akatsuk            | score=1.0060
Arisaya            | score=0.9202
Vindra             | score=0.7964
Bevasto            | score=1.0077
Fujiwa             | score=1.0106
Andins             | score=0.9289
Aichits            | score=0.9414
Laone              | score=0.9637
Emila              | score=0.9966
Mamtsun            | score=0.8435
Diangla            | score=0.8646
Onteola            | score=0.9747
Miro               | score=0.9713
Tanawot            | score=1.0296
Zury               | score=0.9714
Shirara            | score=1.0064
Sakimur            | score=1.0400
Tachi              | score=0.9627
İmitsu             | score=0.9742
Nenjet             | score=0.9620
Saranbe            | score=1.0074
Amatsuk            | score=1.0058
Haoshi             | score=0.9552
Mane               | score=0.9713
Mayuha             | score=0.9289
Kayoru             | score=0.9289
Yumai              | score=0.8767
Noalla             | score=0.9560
Komyou             | score=0.9290
Onishiw            | score=0.9955
Aelina             | score=0.9616
Kizuzak            | score=1.0406
Elyth              | score=0.9636
Skarlie            | score=0.9417
İkhimi             | score=0.9746
Myuyu              | score=0.8437
Buad               | score=0.9384
Kujishi            | score=1.0068
Lix                | score=0.9351
Hoshiko            | score=1.0066
Estello            | score=0.9745
Mareet             | score=0.9889
Alyne              | score=0.9964
Jimada             | score=1.0217
Kidero             | score=1.0219
Tohimor            | score=1.0405
Shiasak            | score=0.9743
Socine             | score=1.0220
Gitsuna            | score=1.0071
Janko              | score=0.9636
Kikumi             | score=1.0218
Kio                | score=0.9131
Asane              | score=0.9965
Yoshiba            | score=0.9737
Hegi               | score=0.9714
Bingarc            | score=0.9207
Akurama            | score=1.0398
Yurashi            | score=0.9736
Nane               | score=0.9714
Furu               | score=0.9710
İkubets            | score=0.9934
Toma               | score=0.9713
Tomishi            | score=1.0067
Rone               | score=0.9713
Spal               | score=0.9114
Tsuura             | score=0.9559
Moris              | score=0.9958
Shloro             | score=0.8520
Dalica             | score=1.0218
Gran               | score=0.9113
Ob                 | score=0.9208
Mowatri            | score=0.9966
Ubaki              | score=0.9966
Ylis               | score=0.9713
Hatami             | score=1.0218
Ukagi              | score=0.9966
Nara               | score=0.9708
Fui                | score=0.9131
Gurania            | score=1.0075
Syring             | score=0.9620
Onyan              | score=0.9636
Finnert            | score=0.9206
Couna              | score=0.9637
Marixie            | score=0.9963
China              | score=0.9629
Nol                | score=0.9461
Angryet            | score=0.8647
Sumeyo             | score=0.9289
Kanagi             | score=1.0213
Ubuya              | score=0.8766
Haragi             | score=1.0210
Chiyowa            | score=0.9305
Maefi              | score=0.9637
Chirayu            | score=0.9411
Kadami             | score=1.0219
Hasono             | score=1.0218
Kibawa             | score=1.0110
Homano             | score=1.0219
Soramy             | score=1.0219
Zui                | score=0.9131
Mayaho             | score=0.9289
Kimeki             | score=1.0219
Yuzuka             | score=0.9615
Chian              | score=0.9306
Kozimi             | score=1.0220
Bramick            | score=0.9206
Gind               | score=0.9114
Aune               | score=0.9114
Kukrino            | score=1.0077
Higeri             | score=1.0220
Moritah            | score=1.0401
Gogi               | score=0.9714
Kimori             | score=1.0213
Solia              | score=0.9636
Shurara            | score=1.0075
Hense              | score=0.9637
Torisa             | score=1.0214
Mahiba             | score=1.0218
Maruko             | score=1.0216
Vavecth            | score=0.8437
Nemeira            | score=1.0076
Sechiro            | score=1.0071
Ardonia            | score=0.9746
Caleny             | score=1.0219
Bensita            | score=1.0077
Ootoshi            | score=0.9740
Frez               | score=0.9114
Para               | score=0.9714
Odeth              | score=0.9637
Elx                | score=0.9021
Navi               | score=0.9714
Ydoreni            | score=1.0406
Karse              | score=0.9637
Aaurwen            | score=0.9306
Arinia             | score=0.9618
Miyori             | score=0.9288
Moshis             | score=0.9612
Tome               | score=0.9713
Koyoshi            | score=0.9409
Angilfi            | score=0.9747
Mareta             | score=1.0219
İthran             | score=0.8376
Andronv            | score=0.7556
Sakashi            | score=1.0061
Chreric            | score=0.8437
Hamayo             | score=0.9288
Matsuno            | score=1.0063
Xingu              | score=0.9527
Juara              | score=0.9637
Kanara             | score=1.0215
Asage              | score=0.9966
Olider             | score=1.0219
Pyphtal            | score=0.8437
Mitt               | score=0.9113
Bamzann            | score=0.9207
Kuchika            | score=1.0067
Hisos              | score=0.9967
Karuzak            | score=1.0405
Wart               | score=0.9004
Meri               | score=0.9712
